ID,UTTERANCE,CORE RELATIONS
2326,how many minutes is life is beautfiul,rt.runtime movie.runtime
2327,how long is the movie the campaign,rt.runtime movie.runtime
2328,what is avatar about,movie.subjects
2329,what was star wars four about,movie.subjects
2330,what is movie about,movie.subjects
2331,who wrote this movie,movie.written_by
2332,actor from forrest gump lieutenant dan,movie.starring.actor movie.starring.character
2333,actor who played stephanie in full house,movie.starring.actor movie.starring.character
2334,what female played as number 13 in the tv show house,movie.starring.actor movie.starring.character actor.gender
2335,what actress starred in i love lucy as ethel,movie.starring.actor movie.starring.character
2336,who played beaver in leave it to beaver,movie.starring.actor movie.starring.character
2337,can you tell me the name of the actor who played todd in the tv show one life to live,movie.starring.actor movie.starring.character
2338,give me the name of the tv actor who played todd on one life to live,movie.starring.actor movie.starring.character
2339,i need to know the name of the tv actor who played todd on show one life to live,movie.starring.actor movie.starring.character
2340,find who guy who was the red ranger in power rangers,movie.starring.actor movie.starring.character
2341,who is the guy who played the red ranger in power rangers,movie.starring.actor movie.starring.character
2342,actress from reba who played kyra,movie.starring.actor movie.starring.character
2343,who plays luke skywalker in nineteen seventieseven starwars,movie.starring.actor movie.starring.character movie.initial_release_date
2344,show me cast and crew for star wars,movie.starring.actor
2345,list cast in that's 7 0 s show,movie.starring.actor
2346,who starred in three's company,movie.starring.actor
2347,who was the antogonist in apollo thirteen,movie.starring.actor movie.starring.character
2348,what is the name of the african american actress who played in ghost,movie.starring.actor actor.nationality
2349,i would like to know the name of the actor who played todd in the tv show one life to live,movie.starring.actor movie.starring.character
2350,name the actor who played opposite sidney pointier in shoot to kill,movie.starring.actor movie.starring.character
2351,what was the name of the actor who plays victor on young and the restless,movie.starring.actor movie.starring.character
2352,how much was the budget for e.t.,movie.estimated_budget
2353,find budget for epic,movie.estimated_budget
2354,what was the budget for the movie epic,movie.estimated_budget
2355,look for epic's budget,movie.estimated_budget
2356,how much money did they spend to make finding nemo in 3d,movie.estimated_budget
2357,how much money did it cost to produce hotel transylvania,movie.estimated_budget
2358,i believe it cost a bundle to make hotel transylvania,movie.estimated_budget
2359,what was the budget for hotel translyvania,movie.estimated_budget
2360,what were the production costs for hotel transylvania,movie.estimated_budget
2361,budget for left behind,movie.estimated_budget
2362,how expensive was it to make looper,movie.estimated_budget
2363,how much did it cost to make looper,movie.estimated_budget
2364,what was the total cost of production for looper,movie.estimated_budget
2365,the movie mr and mrs smith reported making how much money,movie.estimated_budget
2366,what was the budget for nightmare on elm street,movie.estimated_budget
2367,how much was it to produce paranorman,movie.estimated_budget
2368,how much was the budget for paranorman,movie.estimated_budget
2369,what did it cost to make paranorman,movie.estimated_budget
2370,what was the budget for paranorman,movie.estimated_budget
2371,i want to know what the budget for posseion was,movie.estimated_budget
2372,what was the budget for puss in boots,movie.estimated_budget
2373,the budget of the russian movie return,movie.country movie.estimated_budget
2374,search for the budget of return,movie.estimated_budget
2375,what was the budget of return,movie.estimated_budget
2376,budget for snow white and the huntsman,movie.estimated_budget
2377,what was star wars budget,movie.estimated_budget
2378,show me the budget for terminator 1,movie.estimated_budget
2379,budget for amazing spiderman,movie.estimated_budget
2380,can you tell me the budget for cabin in the woods,movie.estimated_budget
2381,i am interested in finding out the budget for cabin in the woods,movie.estimated_budget
2382,i am trying to discover how much budget costs were for cabin in the woods,movie.estimated_budget
2383,show me the budget for expendables 2,movie.estimated_budget
2384,budget for the help,movie.estimated_budget
2385,show me the possession's budget,movie.estimated_budget
2386,budget for twilight breaking dawn,movie.estimated_budget
2387,what country did the nine fourteen twenty twelve release of barfi come from,movie.country movie.initial_release_date
2388,where is the film budbrigeren from,movie.country
2389,what country did downton abbey come from,movie.country
2390,what country is in the land of blood and honey,movie.locations
2391,where did la moustache take place,movie.locations
2392,where did they do les mes,movie.country
2393,where was les mes made,movie.country
2394,in what country was les miserables created,movie.country
2395,what country was les miserables made,movie.country
2396,where was les mes set,movie.locations
2397,what is the country in which les miserable was made,movie.locations
2398,where is resident evil located,movie.locations
2399,where was the movie secrets and lies from,movie.country
2400,what country is the king is back,movie.country
2401,what country was the maid set in,movie.locations
2402,when will barfi! be released,movie.initial_release_date
2403,list movie evil goes global on oh nine fourteen twenty twelve,movie.initial_release_date
2404,when was finding nemo 3d released,movie.initial_release_date
2405,what is the realase date for harry potter,movie.initial_release_date
2406,when did harry potter come out,movie.initial_release_date
2407,when is i am legend 2 going to be released,movie.initial_release_date
2408,when the movie monster inc 2 will be released,movie.initial_release_date
2409,what date does omg oh my god! come out,movie.initial_release_date
2410,find date omg,movie.initial_release_date
2411,list date for omg,movie.initial_release_date
2412,omg date,movie.initial_release_date
2413,search date for omg,movie.initial_release_date
2414,when will omg release,movie.initial_release_date
2415,when was the movie omg oh my god! released,movie.initial_release_date
2416,what is the movie release date for omg oh my god,movie.initial_release_date
2417,show movie omg on oh nine twenty eight twenty twelve,movie.initial_release_date
2418,when will possed be released,movie.initial_release_date
2419,when was resident evil three d released,movie.initial_release_date
2420,when was star wars released,movie.initial_release_date
2421,what year did robert wise direct sound of music,movie.initial_release_date movie.directed_by
2422,show me a list of german directors,movie.directed_by director.nationality
2423,who was the director of the movie crank 2,movie.directed_by
2424,who directed daddy daycare,movie.directed_by
2425,who was the director of the movie d-war,movie.directed_by
2426,director of harry potter,movie.directed_by
2427,who directed the 1st indiana jones,movie.directed_by
2428,director of indiana jones movie,movie.directed_by
2429,who directed return of the jedi,movie.directed_by
2430,who directed roger rabbit,movie.directed_by
2431,find the director of the santa clause,movie.directed_by
2432,find the director of star wars,movie.directed_by
2433,get me star wars director,movie.directed_by
2434,i would like to know who the director of star wars was,movie.directed_by
2435,show me the director of star wars,movie.directed_by
2436,star wars director please,movie.directed_by
2437,who directed star wars,movie.directed_by
2438,who directed star wars,movie.directed_by
2439,who directed the nineteen seventy seven star wars movie,movie.directed_by movie.initial_release_date
2440,i want to know who was the director of the movie star wars,movie.directed_by
2441,director of taking of the pelham 1 2 3,movie.directed_by
2442,who directed the good,movie.directed_by
2443,who directed the good,movie.directed_by
2444,who directed the simpsons movie,movie.directed_by
2445,what are the names of directors from older classic movies,movie.directed_by movie.initial_release_date movie.genre
2446,name star wars director,movie.directed_by
2447,genre for downton abbey,movie.genre
2448,what genre of movie is omg oh my god,movie.genre
2449,what type of film is raiders of the lost art,movie.genre
2450,find out the genre for the movie the businessman,movie.genre
